  DATE    T-ini  T-end  %SUN   %CLOU  %GOOD  %MOD   %BAD   OBS
20001124  13.59  16.75  99.65   0.35   0.00   0.06  99.59   1
20001125  11.20  16.75  97.41   2.59  11.99  59.37  26.06   1
20001126  11.33  16.75 100.00   0.00  96.72   2.30   0.98   1
20001127  11.13  15.61  99.74   0.26   3.65  80.36  15.73   1
20001128  10.17  16.77  95.99   4.01   0.00  58.17  37.82   1
20001129  10.68  16.78  72.53  27.47   0.00   0.21  72.32   1
20001130  11.79  16.36  88.70  11.30  65.75   6.89  16.07   1
20001201  11.87  15.71  99.65   0.35  85.02  13.93   0.70   1
20001202   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20001203  10.73  16.39  98.40   1.60  68.66  22.65   7.09   1
20001204  11.05  16.40  99.63   0.37   2.68  45.86  51.09   1
20001205  10.95  16.40  99.68   0.32   0.00  78.82  20.86   1
20001206  11.59  16.41  98.84   1.16   5.49  56.92  36.43   1
20001207  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20001208  10.91  16.17  98.86   1.14  70.14  28.65   0.07   1
20001209  11.10  16.19  98.61   1.39   0.00   0.00  98.61   1
20001210  11.04  16.19  99.79   0.21   2.40  42.23  55.16   1
20001211  10.98  16.20  99.63   0.37  72.54  26.63   0.46   1
20001212  11.01  16.20  98.13   1.87  72.83   4.26  21.04   1
20001213  10.46  16.22  98.77   1.23  85.80  11.36   1.60   1
20001214  10.08  16.22  98.69   1.31  83.38  14.27   1.04   1
20001215  10.07  15.52  98.98   1.02  18.25   1.48  79.25   1
20001216  10.25  16.24  92.77   7.23   1.53   0.30  90.94   1
20001217  10.00  16.25  93.36   6.64   0.03  39.77  53.57   1
20001218  10.19  12.00  40.91  59.09   0.00   0.00  40.91   1
20001219  10.18  16.26  30.26  69.74   0.00   0.00  30.26   1
20001220  10.93  16.27  99.80   0.20   0.04  56.65  43.11   1
20001221  10.79  16.27  95.14   4.86  83.31   7.03   4.80   1
20001222  10.67  16.28  99.90   0.10  79.04  18.42   2.44   1
20001223  10.96  16.30  99.73   0.27   0.00  99.66   0.07   1
20001224   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20001225   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20001226   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20001227  11.49  16.33  99.64   0.36  99.45   0.01   0.18   1
20001228  11.28  16.33  84.97  15.03   0.00  14.02  70.95   1
20001229  11.26  16.34  99.64   0.36  37.52  40.04  22.09   1
20001230  11.14  16.35  97.84   2.16   0.02   0.00  97.83   1
20001231   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010101   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010102   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010103  10.90  16.38  97.41   2.59  25.85  49.23  22.34   1
20010104  10.46  16.64  86.79  13.21  27.19  31.63  27.96   1
20010105  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010106  10.80  16.66  98.42   1.58   0.00   0.00  98.42   1
20010107  10.09  16.66  93.84   6.16   0.00   0.04  93.80   1
20010108  10.20  16.67  81.64  18.36  81.06   0.41   0.18   1
20010109  10.12  16.68  88.45  11.55   0.00   0.01  88.44   1
20010110  10.86  16.68  99.52   0.48  76.21  19.65   3.67   1
20010111  10.93  16.68  92.87   7.13   0.00   0.00  92.87   1
20010112  10.95  17.11  93.72   6.28   0.00   0.00  93.72   1
20010113  11.31  17.11  99.13   0.87   0.03   0.00  99.10   1
20010114  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010115  11.22  17.12  99.84   0.16   0.00   0.00  99.84   1
20010116  12.34  17.13  99.66   0.34   0.00   0.00  99.66   1
20010117  11.86  17.31  99.49   0.51  83.78   9.11   6.60   1
20010118  10.81  17.31  96.44   3.56  79.67  12.75   4.02   1
20010119  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010120  10.94  17.32  89.59  10.41   0.00  30.57  59.02   1
20010121  11.20  17.33  99.82   0.18  11.14  64.05  24.62   1
20010122  11.57  17.50  99.74   0.26  38.65  38.83  22.26   1
20010123  12.50  17.50  63.19  36.81   7.38  32.15  23.67   1
20010124  14.83  17.51  67.22  32.78   0.00   8.59  58.63   1
20010125  11.66  17.52  84.09  15.91  18.54  39.23  26.32   1
20010126  13.13  17.88  55.95  44.05   6.95  35.40  13.61   1
20010127   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010128  11.36  21.85  96.17   3.83  39.37  33.27  23.54   1
20010129  11.89  21.85  99.77   0.23   0.94   0.69  98.13   1
20010130  10.96  15.41  99.49   0.51   0.02  12.95  86.52   1
20010131   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010201   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010202   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010203   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010204  13.47  21.86  74.87  25.13   0.05   0.00  74.82   1
20010205  11.76  21.89  91.50   8.50   1.37   1.19  88.93   1
20010206  11.72  17.75  99.38   0.62   0.00   0.03  99.35   1
20010207  12.07  17.51  98.44   1.56   0.00   0.00  98.44   1
20010208  11.92  20.58  99.50   0.50   0.00   0.00  99.50   1
20010209  11.91  18.87  82.65  17.35   0.02  26.18  56.45   1
20010210  11.81  19.01  94.50   5.50   0.00   0.00  94.50   1
20010211  15.76  18.83  98.81   1.19   0.00   0.00  98.81   1
20010212  12.14  19.59  99.17   0.83   0.00   0.00  99.17   1
20010213  12.37  20.69  99.70   0.30   0.00   1.00  98.70   1
20010214  10.97  20.35  94.65   5.35   0.00   0.02  94.63   1
20010215  11.88  14.39  17.07  82.93   0.00   0.00  17.07   1
20010216  10.81  13.55  57.19  42.81   0.00   0.73  56.46   1
20010217  11.15  18.10  97.96   2.04   0.00   0.00  97.96   1
20010218  10.79  19.02  87.26  12.74   0.01  51.47  35.78   1
20010219  10.73  18.48  91.96   8.04   0.00   0.00  91.96   1
20010220  10.75  14.58  89.37  10.63  25.65  36.78  26.94   1
20010221  11.80  21.63  78.08  21.92   0.00   0.00  78.08   1
20010222  11.82  21.26  95.57   4.43   0.02  47.03  48.52   1
20010223  12.51  21.82  69.21  30.79   0.00  34.41  34.81   1
20010224  11.93  21.85  98.13   1.87   5.68  62.90  29.54   1
20010225  12.11  19.29  76.32  23.68  38.05   6.09  32.18   1
20010226  11.94  21.03  98.60   1.40  56.49  14.56  27.54   1
20010227  11.26  17.14   0.00 100.00   0.00   0.00   0.00   1
20010228  10.93  20.64  92.82   7.18  45.05  33.08  14.69   1
20010301  11.93  13.84  36.69  63.31   0.00   3.32  33.37   1
20010302  11.07  19.17  94.52   5.48  60.40  32.19   1.94   1
20010303  11.17  19.23  97.40   2.60  49.98  22.49  24.92   1
20010304  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010305  10.95  12.44  59.55  40.45   0.00  13.93  45.62   1
20010306  11.14  21.19  97.46   2.54  42.95  40.42  14.09   1
20010307  12.57  20.77  99.55   0.45  56.10  33.77   9.68   1
20010308  12.44  21.56  99.09   0.91  77.08  17.67   4.33   1
20010309  11.58  21.33  99.54   0.46  46.49  36.76  16.30   1
20010310  11.58  21.43  63.37  36.63  30.10   6.29  26.98   1
20010311  12.18  20.91  99.87   0.13   0.16  40.63  59.08   1
20010312  11.32  21.11 100.00   0.00  73.59  25.12   1.30   1
20010313  11.46  15.81  99.74   0.26   0.00   0.04  99.70   1
20010314   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010315  13.81  21.53  63.49  36.51   0.00  34.76  28.72   1
20010316  11.99  21.28  81.20  18.80  43.04  22.04  16.12   1
20010317  11.86  21.27  98.40   1.60  10.80  58.69  28.92   1
20010318  11.84  21.27  49.80  50.20  25.66   6.75  17.39   1
20010319  11.76  21.12  23.47  76.53   2.54   4.78  16.16   1
20010320  12.01  18.37  93.88   6.12   0.00  65.78  28.09   1
20010321  12.00  17.58  54.01  45.99  16.49  17.01  20.51   1
20010322  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010323  11.08  21.12  91.03   8.97  84.39   0.56   6.08   1
20010324  14.10  15.25  62.92  37.08   8.14   0.39  54.39   1
20010325  11.15  21.23  96.10   3.90  87.76   7.80   0.54   1
20010326  12.75  18.46  91.65   8.35  50.01  10.35  31.29   1
20010327  11.12  21.22  86.74  13.26  58.19  21.28   7.26   1
20010328  11.47  21.21  95.69   4.31  73.56  18.90   3.23   1
20010329  11.46  20.43  86.64  13.36  21.82  39.48  25.34   1
20010330  13.36  21.21  89.62  10.38  40.83  29.97  18.82   1
20010331  12.01  21.20  97.73   2.27  69.39  26.18   2.16   1
20010401  11.40  21.19  80.44  19.56  39.91   3.29  37.25   1
20010402  11.37  21.20  48.94  51.06   0.09   0.03  48.81   1
20010403  17.76  20.93  95.99   4.01   0.00  61.06  34.93   1
20010404  15.14  19.43  33.28  66.72  15.26   1.71  16.31   1
20010405  12.05  21.18  54.06  45.94  36.83   1.45  15.78   1
20010406  11.65  17.13  42.63  57.37   9.30   9.34  23.99   1
20010407  11.98  20.96  98.46   1.54  75.61  18.45   4.40   1
20010408  12.09  20.70  98.13   1.87  93.44   2.78   1.92   1
20010409  12.16  21.16  99.50   0.50  95.96   3.51   0.02   1
20010410  11.86  20.87  98.78   1.22  93.51   5.27   0.00   1
20010411  12.13  19.41  77.88  22.12  68.44   1.68   7.76   1
20010412  12.22  20.81  74.27  25.73   1.95   0.01  72.30   1
20010413  12.28  19.51  32.02  67.98  10.13  11.61  10.28   1
20010414  12.23  21.39  99.81   0.19  87.30  11.35   1.16   1
20010415  14.93  21.38  76.32  23.68  56.65  13.58   6.09   1
20010416  12.34  20.95  86.97  13.03  39.36   3.26  44.35   1
20010417  12.52  14.76  98.79   1.21  98.79   0.00   0.00   1
20010418  11.42  14.91  93.46   6.54  17.17   6.95  69.33   1
20010419  11.46  19.23  91.29   8.71   0.02   0.00  91.27   1
20010420  11.46  19.23  96.96   3.04  49.26  14.68  33.02   1
20010421  11.60  19.49  90.32   9.68  53.55   2.22  34.55   1
20010422  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010423  11.49  21.09  92.60   7.40  78.03   7.71   6.87   1
20010424  11.51  14.66  86.89  13.11   9.70   0.63  76.56   1
20010425  11.75  21.60  96.44   3.56  66.53  27.57   2.33   1
20010426  11.55  20.77  95.97   4.03  77.86  17.58   0.52   1
20010427  11.60  19.05  95.97   4.03  69.39  25.50   1.09   1
20010428  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010429  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010430  12.49  21.13  91.36   8.64  45.31  33.65  12.40   1
20010501  12.34  17.43  78.11  21.89  13.79  47.38  16.94   1
20010502   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010503  15.95  20.44  98.42   1.58  63.79  30.82   3.81   1
20010504  12.55  19.66  99.80   0.20  99.75   0.02   0.02   1
20010505  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010506  11.77  15.73  22.64  77.36   7.03   1.94  13.67   1
20010507  11.74  18.52  94.24   5.76   0.02   0.02  94.20   1
20010508  11.76  14.91  89.74  10.26  71.71   6.80  11.24   1
20010509   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010510  12.86  20.01  84.94  15.06  73.35   3.34   8.26   1
20010511  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010512  12.37  20.48  99.23   0.77  77.80   8.36  13.07   1
20010513  15.25  20.58  96.07   3.93  78.30   6.16  11.61   1
20010514  13.16  15.77  49.55  50.45  10.32   6.60  32.63   1
20010515  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010516  12.48  20.87  98.70   1.30  86.73  10.75   1.22   1
20010517  12.53  19.69  82.54  17.46  67.66   9.35   5.53   1
20010518  12.68  20.82  99.16   0.84  65.86  13.78  19.52   1
20010519  12.49  20.45  99.28   0.72  65.15  12.64  21.50   1
20010520  12.50  16.45  56.39  43.61   5.05  14.83  36.52   1
20010521  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010522  12.74  18.26  99.22   0.78  38.40  44.67  16.14   1
20010523  11.89  15.17   1.55  98.45   0.00   0.00   1.55   1
20010524  11.89  18.79  58.69  41.31   0.38   0.22  58.10   1
20010525  11.98  14.75  39.35  60.65   0.03   1.17  38.14   1
20010526  12.19  20.84  97.27   2.73   0.66   0.45  96.16   1
20010527  12.79  20.41  93.09   6.91  41.20  21.25  30.64   1
20010528  12.22  17.70  96.81   3.19  85.92   2.41   8.48   1
20010529  13.12  14.47  83.37  16.63   0.00   0.10  83.27   1
20010530  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010531  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010601  12.19  20.16  80.91  19.09  69.95   0.79  10.17   1
20010602  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010603  12.40  20.00  80.32  19.68  63.06   3.76  13.50   1
20010604  12.51  20.03  35.55  64.45   0.00   0.00  35.55   1
20010605  12.60  20.44  99.46   0.54  78.99  20.30   0.17   1
20010606  12.25  19.65  83.04  16.96   0.00   0.03  83.01   1
20010607  12.40  18.84  88.32  11.68  74.64   2.06  11.62   1
20010608  12.72  20.45  87.04  12.96  79.16   1.41   6.47   1
20010609  12.75  20.41  99.75   0.25  97.74   1.41   0.61   1
20010610  12.30  19.98  42.38  57.62   0.25   1.83  40.30   1
20010611  13.68  16.10  92.80   7.20  16.44  15.68  60.68   1
20010612  12.84  19.76  81.41  18.59  43.91   4.37  33.13   1
20010613  13.09  20.46  99.84   0.16  86.49  11.36   1.99   1
20010614  12.56  20.47  97.87   2.13  28.43  20.53  48.91   1
20010615  13.23  20.40  99.73   0.27  84.21  15.16   0.36   1
20010616  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010617  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010618  14.01  20.41  87.91  12.09  74.24   1.08  12.59   1
20010619  12.78  20.41  99.69   0.31  99.65   0.00   0.04   1
20010620  12.52  20.00  99.83   0.17  99.78   0.00   0.04   1
20010621  12.19  19.18  96.23   3.77   0.00   0.00  96.23   1
20010622  12.27  19.02  74.09  25.91   0.00   0.00  74.09   1
20010623  12.20  14.05  87.76  12.24  17.55  14.47  55.74   1
20010624  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010625  12.27  20.43  97.46   2.54  97.41   0.00   0.04   1
20010626  12.31  20.43  97.65   2.35  97.65   0.00   0.00   1
20010627  12.40  20.41  88.91  11.09  70.96   2.27  15.68   1
20010628  13.40  20.52  75.80  24.20   0.13   0.00  75.67   1
20010629  13.14  19.72  96.11   3.89  76.70   4.32  15.09   1
20010630  12.38  19.82  57.13  42.87   1.12   8.59  47.42   1
20010701  12.59  20.31  68.34  31.66  39.70   7.54  21.10   1
20010702  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010703  12.21  19.72  67.61  32.39   0.00   0.00  67.61   1
20010704  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010705  12.61  20.54  71.37  28.63  50.39   3.84  17.13   1
20010706  12.42  20.30  93.64   6.36  75.43   3.93  14.28   1
20010707  12.96  19.37  54.45  45.55   0.00   8.18  46.27   1
20010708  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010709  12.69  19.24  99.79   0.21  46.87  15.21  37.72   1
20010710  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010711  12.76  20.98  69.36  30.64  20.83  19.09  29.43   1
20010712  12.81  18.78  96.11   3.89  13.96  49.33  32.82   1
20010713  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010714  13.13  20.41  84.70  15.30   0.78   0.18  83.75   1
20010715  12.70  20.99  78.70  21.30   0.65  23.63  54.42   1
20010716  13.22  18.32  85.49  14.51  16.78   7.67  61.05   1
20010717   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010718   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010719   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010720  12.12  17.68  91.74   8.26  17.00  17.78  56.97   1
20010721  12.11  17.91  91.45   8.55   0.00   0.00  91.45   1
20010722  12.11  19.27  90.46   9.54   0.00   0.00  90.46   1
20010723  12.19  20.99  97.34   2.66  95.33   0.19   1.82   1
20010724  12.07  18.41  88.51  11.49  34.97   2.75  50.78   1
20010725  12.73  20.99  99.92   0.08  92.65   0.95   6.32   1
20010726  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010727  12.31  21.04  99.78   0.22  95.85   3.89   0.05   1
20010728  18.58  21.04  96.71   3.29  30.85  39.40  26.47   1
20010729   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010730   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010731   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20010801  12.52  19.39  97.66   2.34  17.68   5.70  74.28   1
20010802  12.04  21.05  98.29   1.71  96.23   0.56   1.50   1
20010803  12.09  20.02  96.36   3.64  45.43  40.65  10.29   1
20010804  17.20  20.27  89.88  10.12   0.00  46.24  43.63   1
20010805  12.63  19.91  98.60   1.40  46.84  20.44  31.33   1
20010806  11.93  21.73  94.23   5.77  94.23   0.00   0.00   1
20010807  11.87  20.61  97.24   2.76  73.35   3.72  20.18   1
20010808  12.80  21.73  95.89   4.11  82.68  13.20   0.02   1
20010809  12.83  21.73  96.04   3.96  77.12  18.85   0.08   1
20010810  12.67  21.71  96.54   3.46  77.71  18.83   0.00   1
20010811  12.67  21.72  96.52   3.48  89.61   6.91   0.00   1
20010812  12.85  21.72  96.84   3.16  85.65   7.91   3.28   1
20010813  12.69  21.72  82.15  17.85  63.71   4.40  14.04   1
20010814  12.31  16.35  99.64   0.36  42.99   0.85  55.80   1
20010815  11.73  18.43  91.43   8.57   1.22  52.16  38.05   1
20010816  11.65  19.95  94.47   5.53   0.00   0.00  94.47   1
20010817  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010818  11.61  20.40  95.04   4.96  86.65   6.76   1.63   1
20010819  11.61  19.68  75.61  24.39   9.20   2.28  64.12   1
20010820  11.56  21.13  97.58   2.42  97.37   0.00   0.21   1
20010821  11.53  20.81  96.92   3.08  96.92   0.00   0.00   1
20010822  11.52  21.23  96.79   3.21  94.99   1.78   0.02   1
20010823  11.58  20.65  96.17   3.83  48.59  37.32  10.26   1
20010824  11.54  19.92  51.67  48.33  21.10  16.51  14.06   1
20010825  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010826  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010827  15.24  16.60  84.48  15.52   0.00   0.00  84.48   1
20010828  11.45  15.59  44.89  55.11   5.65   6.38  32.87   1
20010829  12.52  12.84  21.47  78.53   0.00   0.00  21.47   1
20010830  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010831  12.24  19.53  85.76  14.24   7.89   3.86  74.01   1
20010901  12.72  18.51  57.75  42.25  21.88   2.35  33.52   1
20010902  13.46  15.97  33.87  66.13   0.00   2.92  30.95   1
20010903  12.19  19.41  99.36   0.64  99.22   0.00   0.13   1
20010904  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010905  15.04  21.11  82.45  17.55   0.39  11.07  71.00   1
20010906  12.91  19.33  65.83  34.17   0.32   0.45  65.06   1
20010907  11.74  20.60  99.34   0.66  30.52  15.38  53.45   1
20010908  11.52  20.52  99.89   0.11  69.25   6.00  24.65   1
20010909  13.62  20.72  98.05   1.95  50.63  33.25  14.17   1
20010910  11.57  20.25  99.36   0.64  81.50   4.38  13.48   1
20010911  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010912  11.33  17.11  80.47  19.53   0.00   0.00  80.47   1
20010913  12.39  20.83  96.57   3.43   0.00   0.02  96.55   1
20010914  11.66  21.06  99.89   0.11  97.60   0.02   2.27   1
20010915  11.54  21.24  99.89   0.11  58.85  27.55  13.48   1
20010916  11.30  21.05  98.89   1.11   0.00  48.54  50.35   1
20010917  11.43  20.94  99.88   0.12  74.03  24.56   1.30   1
20010918  11.26  18.39  94.25   5.75  50.11   5.06  39.07   1
20010919  10.86  19.79  95.52   4.48  82.84   0.18  12.49   1
20010920  12.59  16.94   9.81  90.19   0.00   0.10   9.71   1
20010921  10.81  17.40  63.35  36.65   0.00   0.00  63.35   1
20010922  10.77  15.44  84.07  15.93  15.81  25.89  42.37   1
20010923  10.89  14.67  90.56   9.44  80.47   7.24   2.85   1
20010924  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010925  10.72  20.19  51.36  48.64  20.89   3.07  27.39   1
20010926  12.34  16.97  60.96  39.04  27.05   9.52  24.38   1
20010927  12.00  19.98  86.62  13.38  36.45   0.64  49.54   1
20010928  13.45  18.56   4.97  95.03   0.00   0.00   4.97   1
20010929  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20010930  12.20  20.94  97.65   2.35  97.03   0.26   0.36   1
20011001  11.73  21.20  97.46   2.54  86.34   0.62  10.51   1
20011002  11.35  16.36  98.21   1.79  77.08  15.76   5.37   1
20011003   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20011004  12.95  21.19  99.18   0.82   0.15   0.01  99.03   1
20011005  11.36  21.20  99.81   0.19  61.30   9.15  29.37   1
20011006  11.08  21.16  68.17  31.83  36.27   7.09  24.81   1
20011007  11.42  21.18  99.88   0.12  10.97  57.35  31.55   1
20011008  11.87  21.17  99.69   0.31  79.63  14.38   5.68   1
20011009  11.40  21.45  99.88   0.12  95.86   1.37   2.65   1
20011010  10.52  21.16  92.37   7.63  62.05  16.86  13.46   1
20011011  11.00  21.16  95.46   4.54   0.00   0.00  95.46   1
20011012  10.88  17.49  90.78   9.22   0.19  54.97  35.62   1
20011013  10.74  15.53  92.32   7.68   1.25  48.68  42.39   1
20011014   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20011015  11.05  19.97  66.40  33.60  41.73  14.36  10.31   1
20011016  11.11  21.15  88.97  11.03  52.66   4.07  32.24   1
20011017  11.75  21.39  20.09  79.91  10.71   2.02   7.36   1
20011018  12.37  21.38  88.91  11.09  75.66   8.48   4.77   1
20011019  10.55  19.48  93.48   6.52  50.06  25.31  18.11   1
20011020  11.71  20.04  96.65   3.35  70.35   8.50  17.80   1
20011021  12.05  20.81  99.86   0.14  74.36  22.13   3.37   1
20011022  11.44  14.84  99.88   0.12  90.33   3.17   6.38   1
20011023  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20011024  10.21  19.88  96.83   3.17  84.28   8.47   4.08   1
20011025  10.68  15.41  92.00   8.00  72.21   4.74  15.05   1
20011026  10.39  12.32  94.59   5.41  60.89  33.70   0.00   1
20011027  12.84  14.22  99.26   0.74   4.66   0.82  93.78   1
20011028  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20011029  10.20  18.56  96.38   3.62  83.97   3.16   9.25   1
20011030  10.11  18.88  94.96   5.04  58.63  10.93  25.40   1
20011031  10.10  16.36  93.27   6.73   5.99  36.83  50.46   1
20011101  10.07  14.90  87.26  12.74   0.00   0.00  87.26   1
20011102  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20011103  10.22  13.71  59.54  40.46   0.00   0.00  59.54   1
20011104   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20011105  12.20  14.13  13.41  86.59   0.97   0.26  12.19   1
20011106  11.65  20.51  38.97  61.03   3.27   2.82  32.88   1
20011107  10.33  15.50  31.37  68.63   0.00   0.00  31.37   1
20011108  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20011109  10.76  15.92  94.28   5.72  53.61  28.03  12.64   1
20011110  10.89  17.38  95.75   4.25  59.70  26.20   9.85   1
20011111  11.22  17.33  87.71  12.29   0.00   0.00  87.71   1
20011112  10.87  16.88  59.21  40.79  15.30  11.38  32.53   1
20011113  11.23  16.04  99.09   0.91  97.48   1.54   0.08   1
20011114  10.00  17.42  88.48  11.52   3.21   0.08  85.18   1
20011115  10.00  19.95  97.23   2.77  87.44   5.41   4.38   1
20011116  10.11  17.05  92.61   7.39   4.14  50.82  37.66   1
20011117  10.00  17.06  96.79   3.21  85.30   4.64   6.85   1
20011118  10.00  15.53  95.46   4.54   0.00   0.00  95.46   1
20011119  10.00  15.81  92.96   7.04   0.00   0.00  92.96   1
20011120  10.00  16.90  74.13  25.87   0.70   0.03  73.40   1
20011121  11.92  15.92  99.24   0.76   0.35  95.11   3.78   1
20011122  11.41  16.91  99.83   0.17  99.57   0.02   0.25   1
20011123  11.08  16.91  99.52   0.48  92.89   6.57   0.06   1
20011124  11.49  16.91  99.62   0.38   0.00   0.00  99.62   1
20011125  11.50  16.75  99.65   0.35  28.26  37.73  33.66   1
20011126  11.42  16.76  99.47   0.53  99.22   0.05   0.20   1
20011127  10.10  16.76  95.24   4.76   0.01  22.30  72.94   1
20011128  10.09  16.77  99.81   0.19  85.34   8.26   6.21   1
20011129  11.13  15.97  95.94   4.06   0.03   3.47  92.44   1
20011130  10.50  16.37  99.84   0.16   6.18  51.76  41.91   1
20011201  12.65  16.37  99.76   0.24  99.74   0.02   0.00   1
20011202  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20011203  10.38  16.39  99.80   0.20  44.79  24.49  30.52   1
20011204  10.74  16.39  99.80   0.20  28.80  59.68  11.32   1
20011205  11.61  16.40  99.15   0.85   0.02  57.02  42.11   1
20011206  10.84  16.41  98.32   1.68   4.04   8.05  86.23   1
20011207  11.09  16.41  99.51   0.49   0.00  23.16  76.35   1
20011208  10.86  15.73  98.30   1.70   1.61   3.23  93.46   1
20011209  10.00  16.18  87.02  12.98   3.31  28.01  55.71   1
20011210  10.90  16.19  99.60   0.40  57.34  42.16   0.09   1
20011211  10.81  16.20  83.29  16.71   1.41   0.07  81.82   1
20011212  10.00  14.65  39.76  60.24   0.00   0.00  39.76   1
20011213  10.34  15.74  62.39  37.61  22.91   1.07  38.41   1
20011214  10.17  15.16  86.00  14.00   0.02  52.04  33.94   1
20011215  10.00  15.58  58.21  41.79  14.21   0.39  43.61   1
20011216  10.03  16.00  65.23  34.77   0.12   0.01  65.10   1
20011217  10.18  16.24  63.08  36.92   2.61   0.05  60.41   1
20011218  10.00  16.08  92.98   7.02  28.86   0.25  63.87   1
20011219  11.28  16.26  99.13   0.87   0.00  71.71  27.42   1
20011220  11.27  16.27  99.53   0.47  23.60  51.31  24.63   1
20011221  11.87  16.28  99.00   1.00   0.00   2.17  96.83   1
20011222  12.05  17.06  99.58   0.42   0.02  40.43  59.13   1
20011223  10.71  15.32  98.39   1.61   0.00   0.00  98.39   1
20011224   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20011225   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20011226  14.07  16.32  98.17   1.83  59.62  38.37   0.17   1
20011227  10.78  16.33  99.52   0.48  25.80  64.58   9.14   1
20011228  10.86  16.08  99.53   0.47  30.64  50.21  18.68   1
20011229  10.29  16.15  94.87   5.13  10.53  38.45  45.89   1
20011230  10.29  15.29  92.59   7.41   0.00   0.00  92.59   1
20011231   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20020101   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20020102   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20020103  11.99  16.38  99.71   0.29  96.98   2.59   0.14   1
20020104  11.42  15.83  31.18  68.82   0.00  19.80  11.38   1
20020105  11.51  16.65  88.86  11.14  41.28   0.86  46.71   1
20020106  10.71  15.76  99.58   0.42   0.00   0.00  99.58   1
20020107  10.09  16.01  90.93   9.07   0.00   0.00  90.93   1
